Ref;Location;lat;long;Region;Bioregion;Depth;Specie;Genus;Life-form;DBD;Mud %;CaCO3;OM;Corg
121;Thomson Bay (Western Australia);-31.9989888888888;115.545069444444;W Australia;Temperate Southern Oceans;2;mixed;mixed;;0.970108731;6.987877692;;;2.23073573
121;Tasmania;-40.665859;144.75903;E Australia;Temperate Southern Oceans;3.00;Posidonia australis;Posidonia spp.;Persistent;0.484545149;19.18854748;;;2.432504581
121;Tasmania;-40.679786;144.786143;E Australia;Temperate Southern Oceans;3.00;Posidonia australis;Posidonia spp.;Persistent;0.645245687;11.377285;;;2.264607359
121;Tasmania;-40.673662;144.787115;E Australia;Temperate Southern Oceans;3.00;Posidonia australis;Posidonia spp.;Persistent;0.629824836;16.50929818;;;3.340465293
121;Tasmania;-40.683425;144.786134;E Australia;Temperate Southern Oceans;1.00;Posidonia australis;Posidonia spp.;Persistent;0.767425004;8.438828047;;;2.218400782
121;Tasmania;-40.720885;145.037813;E Australia;Temperate Southern Oceans;3.00;Posidonia australis;Posidonia spp.;Persistent;0.709158815;8.055935727;;;1.436215289
121;Tasmania;-40.720034;145.048742;E Australia;Temperate Southern Oceans;1.00;Zostera spp.;Zostera spp.;Opportinistic;0.794186498;4.656916737;;;1.536963522
121;Rottnest Island;-32.002333333333297;115.556036111111;W Australia;Temperate Southern Oceans;3;mixed;mixed;;1.211920536;5.356687043;;;0.928823529
121;Rottnest Island;-32.00215;115.55607500000001;W Australia;Temperate Southern Oceans;3;mixed;mixed;;1.162118316;4.873124508;;;0.691608218
121;Rottnest Island;-31.9887333333333;115.517216666666;W Australia;Temperate Southern Oceans;4;Posidonia australis;Posidonia spp.;Persistent;1.110617607;3.048445488;;;1.186516995
121;Rottnest Island;-32.016211111111097;115.531408333333;W Australia;Temperate Southern Oceans;2;Amphibolis spp.;Amphibolis spp.;Persistent;1.188045778;2.09389555;;;0.872034053
121;Rottnest Island;-32.016069444444398;115.531188888888;W Australia;Temperate Southern Oceans;2;Amphibolis spp.;Amphibolis spp.;Persistent;1.230208257;3.378367737;;;0.793305001
121;Rottnest Island;-32.016330555555498;115.531638888888;W Australia;Temperate Southern Oceans;2;Amphibolis spp.;Amphibolis spp.;Persistent;1.267521163;2.991408113;;;0.586896366
121;Rottnest Island;-31.990772222222201;115.524061111111;W Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;0.995395118;;;;1.629809012
121;Rottnest Island;-31.990752777777701;115.52398333333301;W Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;1.016758473;;;;0.877290838
121;Parker Point;-32.0228527777777;115.531411111111;W Australia;Temperate Southern Oceans;3;Halophila spp.;Halophila spp.;Colonising;1.069077547;3.306441939;;;0.216746317
121;Parker Point;-32.025352773777897;115.53001107111101;W Australia;Temperate Southern Oceans;3;Halophila spp.;Halophila spp.;Colonising;1.082780834;;;;0.16476755
121;Rottnest Island;-31.989225000000001;115.517080555555;W Australia;Temperate Southern Oceans;4;Amphibolis spp.;Amphibolis spp.;Persistent;1.488120903;;;;0.918744348
121;Parakeet Bay;-31.989072;115.51912;W Australia;Temperate Southern Oceans;3;Halophila spp.;Halophila spp.;Colonising;1.064385039;;;;0.097914271
121;Cockburn Sound;-32.270949999999999;115.703716666666;W Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;1.378940086;7.54052827;;;0.868034102
121;Shark Bay;-25.777899999999999;113.4483333;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;0.901927601;11.1861839;;;2.399707006
121;Frenchman's Bay;-35.091207247419703;117.948809362801;W Australia;Temperate Southern Oceans;8;Posidonia australis;Posidonia spp.;Persistent;0.961174249;1.974103873;;;0.76167516
121;Frenchman's Bay;-35.091245435912697;117.948877734766;W Australia;Temperate Southern Oceans;6;Posidonia australis;Posidonia spp.;Persistent;0.898707424;1.95431455;;;0.569226471
121;Frenchman's Bay;-35.091308247547502;117.94895757081299;W Australia;Temperate Southern Oceans;4;Posidonia australis;Posidonia spp.;Persistent;0.934992963;2.482098077;;;1.001220739
121;Oyster Harbour;-34.98088333;117.9594546;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;0.713039917;;;;1.988355736
121;Oyster Harbour;-34.98088333;117.9594546;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;0.66623875;;;;2.109092032
121;Waychinicup;-34.89394722;118.333175;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;1.118819036;16.194595;;;1.724856356
121;Waychinicup;-34.89396231;118.3333929;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;1.191702547;;;;1.303211242
121;Waychinicup;-34.89388359;118.3333164;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;1.035164043;;;;1.548130296
121;Oyster Harbour;-34.98285;117.9749833;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;0.536207519;25.718534;;;2.564553343
121;Oyster Harbour;-34.89388359;118.3333164;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;0.578918583;;;;2.268984341
121;Frenchman's Bay;-35.091586885002599;117.94902519125201;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;1.166904497;7.15578;;;0.714093636
121;Frenchman's Bay;-35.091537739758401;117.949159608686;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;1.179908079;;;;0.726644988
121;Frenchman's Bay;-35.091467646749699;117.94907327319601;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;1.194857321;;;;0.954852604
121;Princess Royal Harbour;-35.070531064511101;117.8899654792;W Australia;Temperate Southern Oceans;0.4;Posidonia australis;Posidonia spp.;Persistent;1.161951742;;;;1.176802671
121;Princess Royal Harbour;-35.0708152172094;117.890514752819;W Australia;Temperate Southern Oceans;1.6;Posidonia australis;Posidonia spp.;Persistent;1.12440253;10.5265866;;;1.753161513
121;Princess Royal Harbour;-35.07053106;117.8899655;W Australia;Temperate Southern Oceans;1.6;Posidonia australis;Posidonia spp.;Persistent;1.035982245;;;;2.303684881
121;Lucky Bay, Swan River;-32.013062;115.7957862;W Australia;Temperate Southern Oceans;1;Halophila spp.;Halophila spp.;Colonising;1.320143778;;;;0.164165315
121;Lucky Bay, Swan River;-32.01276264;115.7961129;W Australia;Temperate Southern Oceans;1;Halophila spp.;Halophila spp.;Colonising;1.430890762;;;;0.13247982
121;Lucky Bay, Swan River;-32.01313844;115.796182;W Australia;Temperate Southern Oceans;1;Halophila spp.;Halophila spp.;Colonising;1.3630011;3.390351667;;;0.167831467
121;Leschenault Inlet;-33.27230556;115.6956778;W Australia;Temperate Southern Oceans;1;Halophila spp.;Halophila spp.;Colonising;0.430255283;87.27845;;;2.916199128
121;Leschenault Inlet;-33.27332222;115.6911944;W Australia;Temperate Southern Oceans;1;Halophila spp.;Halophila spp.;Colonising;1.528692278;;;;0.263826837
121;Leschenault Inlet;-33.27337494;115.6915055;W Australia;Temperate Southern Oceans;1;Halophila spp.;Halophila spp.;Colonising;1.381461792;;;;0.638348411
121;Harvey Inlet;-32.633425;115.6477;W Australia;Temperate Southern Oceans;1;Halophila spp.;Halophila spp.;Colonising;1.838913476;;;;0.205523532
121;Harvey Inlet;-32.63363984;115.6478501;W Australia;Temperate Southern Oceans;1;Halophila spp.;Halophila spp.;Colonising;1.662716359;;;;0.186984638
121;Harvey Inlet;-32.66078611;115.6580472;W Australia;Temperate Southern Oceans;1;Halophila spp.;Halophila spp.;Colonising;1.207786264;;;;0.776962132
121;Shark Bay #1;-25.84755;113.8352306;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;1.010062029;32.62179429;;;0.79007363
121;Shark Bay #1;-25.84743616;113.8355538;W Australia;Temperate Southern Oceans;1.8;Posidonia australis;Posidonia spp.;Persistent;0.89309814;;;;0.924258099
121;Shark Bay #1;-25.84263056;113.83585;W Australia;Temperate Southern Oceans;1.8;Posidonia australis;Posidonia spp.;Persistent;0.858019829;;;;0.760924616
121;Shark Bay #1;-25.7719;113.8226667;W Australia;Temperate Southern Oceans;0.5;Posidonia australis;Posidonia spp.;Persistent;0.921732652;;;;0.801860979
121;Shark Bay #1;-25.77231863;113.8236086;W Australia;Temperate Southern Oceans;0.5;Posidonia australis;Posidonia spp.;Persistent;1.102016278;30.5305;;;0.709629043
121;Shark Bay #1;-25.77256246;113.825004;W Australia;Temperate Southern Oceans;0.5;Posidonia australis;Posidonia spp.;Persistent;0.929741253;;;;1.285290925
121;Point Peron;-32.2727203;115.6896413;W Australia;Temperate Southern Oceans;1.4;Posidonia australis;Posidonia spp.;Persistent;1.244926702;;;;0.736181593
121;Point Peron;-32.27262303;115.689831;W Australia;Temperate Southern Oceans;1.4;Posidonia australis;Posidonia spp.;Persistent;1.484892187;2.053080429;;;0.261757411
121;Point Peron;-32.27242198;115.6899166;W Australia;Temperate Southern Oceans;1.4;Posidonia australis;Posidonia spp.;Persistent;1.33796829;;;;0.373157643
121;Lal Bank;-31.81131371;115.717261;W Australia;Temperate Southern Oceans;2.5;Posidonia australis;Posidonia spp.;Persistent;1.395027868;;;;0.19500764
121;Lal Bank;-31.81147095;115.7167786;W Australia;Temperate Southern Oceans;2.5;Posidonia australis;Posidonia spp.;Persistent;1.317767478;;;;0.21227508
121;Lal Bank;-31.81157197;115.7162716;W Australia;Temperate Southern Oceans;2.5;Posidonia australis;Posidonia spp.;Persistent;1.263276662;2.26761325;;;0.192325245
121;Botany Bay;-34.00926944;151.1880306;E Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;1.340874855;;;;0.597760428
121;Botany Bay;-34.00942124;151.1882595;E Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;1.285866066;8.863468;;;0.821935619
121;Botany Bay;-34.00933269;151.1876796;E Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;1.145098464;;;;1.185442931
121;Frenchman's Bay;-35.091378359262002;117.949028423743;W Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;1.270830738;3.416581449;;;1.191658154
121;Cockburn Sound;-32.193716666666603;115.747183333333;W Australia;Temperate Southern Oceans;6;Posidonia australis;Posidonia spp.;Persistent;1.031773727;9.628775815;;;0.868494532
121;Cockburn Sound;-32.135899999999999;115.750466666666;W Australia;Temperate Southern Oceans;4;Posidonia australis;Posidonia spp.;Persistent;1.18891012;1.635737145;;;0.525285477
121;Cockburn Sound;-32.193083333333298;115.747416666666;W Australia;Temperate Southern Oceans;6;Posidonia australis;Posidonia spp.;Persistent;1.029725883;8.853976897;;;0.910447523
121;Cockburn Sound;-32.136000000000003;115.742483333333;W Australia;Temperate Southern Oceans;4;Posidonia australis;Posidonia spp.;Persistent;1.277390236;1.926714853;;;0.821445968
121;Cockburn Sound;-32.024652777777703;115.530191666666;W Australia;Temperate Southern Oceans;4;Posidonia australis;Posidonia spp.;Persistent;1.439757378;2.014888044;;;0.942947685
121;Cockburn Sound;-32.193833329999997;115.7478167;W Australia;Temperate Southern Oceans;6;Posidonia australis;Posidonia spp.;Persistent;1.175483311;7.14999077;;;0.831551626
121;Garden Island;-32.16010465;115.6713573;W Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;1.064385039;0.14368162;;;0.740366402
121;Oyster Harbour;-34.98289343;117.974106;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;1.064385039;4.615079712;;;4.110389575
121;Lake Macleod;-23.97036667;113.6111333;W Australia;Tropical Indo-Pacific;1;Ruppia spp.;Ruppia spp.;Colonising;1.004694731;29.14850901;;;1.059620422
121;Lake Macleod;-23.95986667;113.6362;W Australia;Tropical Indo-Pacific;1;Halodule spp.;Halodule spp.;Colonising;0.821102726;51.5959423;;;1.049925302
121;Lake Macleod;-23.97411944;113.6180806;W Australia;Tropical Indo-Pacific;1;Ruppia spp.;Ruppia spp.;Colonising;0.92609448;28.30422144;;;0.903849587
121;Lake Macleod;-23.95981667;113.6362833;W Australia;Tropical Indo-Pacific;1;Ruppia spp.;Ruppia spp.;Colonising;0.84141096;43.00745964;;;0.989973604
121;Shark Bay;-25.863516666666602;113.492766666666;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;0.964075365;13.51477533;;;1.56851839
121;Carnarvon;-24.901578990610499;113.64183074564799;W Australia;Tropical Indo-Pacific;1.5;Halodule spp.;Halodule spp.;Colonising;1.352389916;17.99801479;;;0.776488944
121;Shark Bay;-25.889383333333299;113.841033333333;W Australia;Temperate Southern Oceans;3;mixed;mixed;;1.015810377;17.78031732;;;1.185358127
121;Shark Bay;-25.78701667;113.85161669999999;W Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;0.740160629;24.61303073;;;1.546396055
121;Shark Bay;-25.6914481025246;113.598644865776;W Australia;Temperate Southern Oceans;2.5;Amphibolis spp.;Amphibolis spp.;Persistent;1.267948133;2.170244403;;;0.45091266
121;Shark Bay;-25.620916666666599;113.58971666666601;W Australia;Temperate Southern Oceans;1.5;mixed;mixed;;1.046447606;20.32732671;;;1.489610603
121;Jurien Bay;-30.310414930080199;115.00810873573199;W Australia;Temperate Southern Oceans;3.5;Amphibolis spp.;Amphibolis spp.;Persistent;1.186462956;4.487026845;;;0.509143295
121;Shark Bay;-26.054683333333301;113.3972;W Australia;Temperate Southern Oceans;2;Amphibolis spp.;Amphibolis spp.;Persistent;1.115774255;9.165947658;;;1.371877574
121;Shark Bay;-25.974730555555499;114.124019444444;W Australia;Temperate Southern Oceans;2.5;Posidonia australis;Posidonia spp.;Persistent;0.705084178;14.97728331;;;1.331631064
121;Jurien Bay;-30.3102526518609;115.007734696003;W Australia;Temperate Southern Oceans;3.5;Amphibolis spp.;Amphibolis spp.;Persistent;1.084364871;6.255562596;;;1.087209144
121;Jurien Bay;-30.312294444444401;115.00051388888799;W Australia;Temperate Southern Oceans;3.5;Posidonia australis;Posidonia spp.;Persistent;0.741308298;6.743360733;;;3.3505
121;Shark Bay;-25.962649086669799;114.15606923114299;W Australia;Temperate Southern Oceans;1.5;Amphibolis spp.;Amphibolis spp.;Persistent;0.734699933;7.231741042;;;3.127333189
121;Shark Bay;-25.8893507238583;113.84085850127499;W Australia;Temperate Southern Oceans;4;mixed;mixed;;0.860153548;18.59146105;;;4.313030303
121;Shark Bay;-26.054683333333301;113.3972;W Australia;Temperate Southern Oceans;2;Amphibolis spp.;Amphibolis spp.;Persistent;1.142313161;16.08322959;;;0.541736593
121;Shark Bay;-25.786996151229399;113.851848512272;W Australia;Temperate Southern Oceans;2;Posidonia australis;Posidonia spp.;Persistent;0.762672839;28.62851847;;;1.812556098
121;Jurien Bay;-30.312327594475601;115.00095290615801;W Australia;Temperate Southern Oceans;3.5;Posidonia australis;Posidonia spp.;Persistent;0.854298577;;;;0.992967811
121;Shark Bay;-25.978860000000001;114.06838;W Australia;Temperate Southern Oceans;2.5;Amphibolis spp.;Amphibolis spp.;Persistent;0.620443962;;;;1.874534954
121;Shark Bay;-25.849994;114.10203;W Australia;Temperate Southern Oceans;4.00;Amphibolis spp.;Amphibolis spp.;Persistent;0.894184217;33.2165908;;;3.759197595
121;cairnsellie point;-16.885833;145.775902;E Australia;Tropical Indo-Pacific;1.00;Cymodocea spp.;Cymodocea spp.;Opportinistic;1.028986551;;;;0.709584955
121;cairnsellie point;-16.885833;145.775902;E Australia;Tropical Indo-Pacific;1.00;Cymodocea spp.;Cymodocea spp.;Opportinistic;1.027521614;;;;0.716179065
121;cairnsellie point;-16.885833;145.775902;E Australia;Tropical Indo-Pacific;1.00;Cymodocea spp.;Cymodocea spp.;Opportinistic;1.116678674;;;;0.665465386
121;cairnsbessie point;-16.897363;145.812383;E Australia;Tropical Indo-Pacific;intertidal;Halodule spp.;Halodule spp.;Colonising;1.000228146;;;;0.518013386
121;cairnsbessie point;-16.897363;145.81227;E Australia;Tropical Indo-Pacific;1.00;Halodule spp.;Halodule spp.;Colonising;0.750504323;;;;0.800608987
121;cairnsbessie point;-16.897363;145.81227;E Australia;Tropical Indo-Pacific;1.00;Halodule spp.;Halodule spp.;Colonising;0.64221902;;;;0.815425982
121;cairnswater marks;-16.91366713;145.7808617;E Australia;Tropical Indo-Pacific;1.00;Halophila spp.;Halophila spp.;Colonising;0.905043228;;;;1.114103293
121;cairnswater marks;-16.91366713;145.7808617;E Australia;Tropical Indo-Pacific;1.00;Halophila spp.;Halophila spp.;Colonising;0.850048031;;;;1.446763289
121;cairnswater marks;-16.91366713;145.7808617;E Australia;Tropical Indo-Pacific;1.00;Halophila spp.;Halophila spp.;Colonising;0.7995317;;;;1.097601496
121;greennw corner;-16.90368902;145.7922151;E Australia;Tropical Indo-Pacific;1.00;mixed;mixed;;0.922682517;;;;0.397645962
121;greennw corner;-16.90368902;145.7922151;E Australia;Tropical Indo-Pacific;1.00;mixed;mixed;;1.012668108;;;;0.248051282
121;greennw corner;-16.90368902;145.7922151;E Australia;Tropical Indo-Pacific;1.00;mixed;mixed;;1.075876561;;;;0.287549285
121;greennw corner;-16.90368902;145.7922151;E Australia;Tropical Indo-Pacific;1.00;mixed;mixed;;1.029995197;;;;0.325941933
121;greennw corner;-16.90368902;145.7922151;E Australia;Tropical Indo-Pacific;1.00;mixed;mixed;;1.01639049;;;;0.34195207
121;greennw corner;-16.90368902;145.7922151;E Australia;Tropical Indo-Pacific;1.00;mixed;mixed;;1.117459174;;;;0.202352212
121;cairnsellie point;-16.898357;145.812264;E Australia;Tropical Indo-Pacific;1.00;Zostera spp.;Zostera spp.;Opportinistic;0.726104707;;;;1.199338855
121;cairnsellie point;-16.898357;145.812264;E Australia;Tropical Indo-Pacific;1.00;Zostera spp.;Zostera spp.;Opportinistic;0.786323247;;;;1.220023273
121;cairnsellie point;-16.898357;145.812264;E Australia;Tropical Indo-Pacific;1.00;Zostera spp.;Zostera spp.;Opportinistic;0.726116715;;;;1.34786073
121;geo siesta park;-33.586968;115.30277;W Australia;Temperate Southern Oceans;10;Amphibolis spp.;Amphibolis spp.;Persistent;1.379057997;;;;0.151843935
121;geo siesta park;-33.62251639;115.3641734;W Australia;Temperate Southern Oceans;10;Posidonia australis;Posidonia spp.;Persistent;1.335079868;;;;0.134604348
121;geo siesta park;-33.62251639;115.3641734;W Australia;Temperate Southern Oceans;10;Posidonia australis;Posidonia spp.;Persistent;1.337175793;;;;0.20404723
121;geo siesta park;-33.62251639;115.3641734;W Australia;Temperate Southern Oceans;10;Posidonia australis;Posidonia spp.;Persistent;0.958021134;;;;0.38429547
121;geo siesta park;-33.62251639;115.3641734;W Australia;Temperate Southern Oceans;10;Posidonia australis;Posidonia spp.;Persistent;0.855595581;;;;0.395325118
121;geo siesta park;-33.62251639;115.3641734;W Australia;Temperate Southern Oceans;10;Posidonia australis;Posidonia spp.;Persistent;0.848318924;;;;0.49164387
121;geo siesta park;-33.601927;115.421896;W Australia;Temperate Southern Oceans;5;Amphibolis spp.;Amphibolis spp.;Persistent;1.365874159;;;;0.116720819
121;geo siesta park;-33.601927;115.421896;W Australia;Temperate Southern Oceans;5;Amphibolis spp.;Amphibolis spp.;Persistent;1.47204611;;;;0.13532899
121;geo siesta park;-33.601927;115.421896;W Australia;Temperate Southern Oceans;5;Amphibolis spp.;Amphibolis spp.;Persistent;1.382192603;;;;0.126429747
121;geo siesta park;-33.62251639;115.3641734;W Australia;Temperate Southern Oceans;5;Posidonia australis;Posidonia spp.;Persistent;1.257228626;;;;0.129620477
121;geo siesta park;-33.62251639;115.3641734;W Australia;Temperate Southern Oceans;5;Posidonia australis;Posidonia spp.;Persistent;1.412391931;;;;0.070373311
121;geo siesta park;-33.62251639;115.3641734;W Australia;Temperate Southern Oceans;5;Posidonia australis;Posidonia spp.;Persistent;1.302545629;;;;0.087558636
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;0.5;Posidonia australis;Posidonia spp.;Persistent;1.133585495;;;;0.464431326
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;0.5;Posidonia australis;Posidonia spp.;Persistent;1.069788665;;;;0.499240511
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;0.5;Amphibolis spp.;Amphibolis spp.;Persistent;1.319152257;;;;0.22582654
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;0.5;Amphibolis spp.;Amphibolis spp.;Persistent;1.287043708;;;;0.282180651
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;0.5;Amphibolis spp.;Amphibolis spp.;Persistent;1.246817963;;;;0.241161107
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;1;Amphibolis spp.;Amphibolis spp.;Persistent;1.140057637;;;;0.477476181
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;1;Amphibolis spp.;Amphibolis spp.;Persistent;1.13215658;;;;0.467398367
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;1;Amphibolis spp.;Amphibolis spp.;Persistent;1.033945725;;;;0.537464125
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;1;Posidonia australis;Posidonia spp.;Persistent;0.883417387;;;;1.007329806
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;1;Posidonia australis;Posidonia spp.;Persistent;0.943587896;;;;0.842270234
121;Shark Bay;-25.9847605;113.784906;W Australia;Temperate Southern Oceans;1;Posidonia australis;Posidonia spp.;Persistent;1.008717579;;;;0.878556756
121;Waychinicup;-34.893914075499097;118.333254198674;W Australia;Temperate Southern Oceans;1.5;Posidonia australis;Posidonia spp.;Persistent;1.197094922;3.645327034;;;1.939072935
121;Barker Inlet;-34.71692;138.45589;E Australia;Temperate Southern Oceans;4.00;Posidonia australis;Posidonia spp.;Persistent;0.861511855;3.57514913;;;0.930686564
121;Barker Inlet;-34.71692;138.45589;E Australia;Temperate Southern Oceans;4.00;Posidonia australis;Posidonia spp.;Persistent;0.761547916;6.607778919;;;1.086079939
121;Barker Inlet;-34.71666667;138.45;E Australia;Temperate Southern Oceans;1.00;Zostera spp.;Zostera spp.;Opportinistic;1.108398669;22.97781094;;;1.001623704
121;Barker Inlet;-34.71692;138.45589;E Australia;Temperate Southern Oceans;4.00;Posidonia australis;Posidonia spp.;Persistent;0.915556944;4.137334783;;;0.862278644
121;Port Pirie;-33.11624;137.9668;E Australia;Temperate Southern Oceans;4.00;Posidonia australis;Posidonia spp.;Persistent;0.912601982;31.68880385;;;1.550255413
121;Port Pirie;-33.11624;137.9668;E Australia;Temperate Southern Oceans;4.00;Posidonia australis;Posidonia spp.;Persistent;0.76963209;30.44087826;;;1.344633417
121;Port Pirie;-33.11624;137.9668;E Australia;Temperate Southern Oceans;4.00;Posidonia australis;Posidonia spp.;Persistent;1.006582366;27.2689907;;;1.319494316
121;Port Broughton;-33.55;137.9166667;E Australia;Temperate Southern Oceans;2.00;Posidonia australis;Posidonia spp.;Persistent;0.703147405;18.06261053;;;1.736666026
121;Port Broughton;-33.55;137.9166667;E Australia;Temperate Southern Oceans;2.00;Posidonia australis;Posidonia spp.;Persistent;0.866565502;13.07615091;;;1.681969307
121;Whyalla;-33.00828;137.60947;E Australia;Temperate Southern Oceans;5.00;Posidonia australis;Posidonia spp.;Persistent;0.911731452;;;;1.381737739
121;Whyalla;-32.97958;137.67195;E Australia;Temperate Southern Oceans;5.00;Posidonia australis;Posidonia spp.;Persistent;1.074946008;5.087651892;;;0.498848974
121;Whyalla;-32.97958;137.67195;E Australia;Temperate Southern Oceans;5.00;Posidonia australis;Posidonia spp.;Persistent;0.935012523;;;;0.883220402
121;Whyalla;-33.00828;137.60947;E Australia;Temperate Southern Oceans;5.00;Posidonia australis;Posidonia spp.;Persistent;0.971040155;4.517242683;;;0.495651905
121;Whyalla;-33.00828;137.60947;E Australia;Temperate Southern Oceans;5.00;Posidonia australis;Posidonia spp.;Persistent;0.589639723;;;;1.281058725
121;Whyalla;-32.97958;137.67195;E Australia;Temperate Southern Oceans;5.00;Posidonia australis;Posidonia spp.;Persistent;0.98533872;;;;1.281037685
121;Vasse Wonnerup;-33.65139722;115.3694528;W Australia;Temperate Southern Oceans;0.00;Ruppia spp.;Ruppia spp.;Colonising;0.909737351;21.78021983;;;0.268321343
121;Vasse Wonnerup;-33.62975959;115.4051816;W Australia;Temperate Southern Oceans;0.00;Ruppia spp.;Ruppia spp.;Colonising;0.98171548;23.77460206;;;3.092064104
121;Vasse Wonnerup;-33.62220028;115.4106424;W Australia;Temperate Southern Oceans;0.00;Ruppia spp.;Ruppia spp.;Colonising;1.121493832;8.437995633;;;1.914611809
121;Vasse Wonnerup;-33.59860897;115.4485608;W Australia;Temperate Southern Oceans;0.00;Ruppia spp.;Ruppia spp.;Colonising;1.077242774;6.076670313;;;2.006621129
121;Vasse Wonnerup;-33.61308168;115.4412939;W Australia;Temperate Southern Oceans;0.00;Ruppia spp.;Ruppia spp.;Colonising;0.773271069;12.97295611;;;3.300597316
121;Whyalla;-32.998170;137.62118;E Australia;Temperate Southern Oceans;5.00;Posidonia australis;Posidonia spp.;Persistent;0.990182394;4.588797179;;;0.48867699
121;Whyalla;-32.998170;137.62118;E Australia;Temperate Southern Oceans;5.00;Posidonia australis;Posidonia spp.;Persistent;0.975879493;;;;0.519918086
121;Whyalla;-32.998170;137.62118;E Australia;Temperate Southern Oceans;5.00;Posidonia australis;Posidonia spp.;Persistent;1.026133465;;;;0.489389594
121;Oyster Harbour;-34.967067;117.9612;W Australia;Temperate Southern Oceans;3.00;Posidonia australis;Posidonia spp.;Persistent;0.485360158;20.41986648;;;4.21608761
121;Wanga Wallen, Eastern Banks, Moreton Bay;-27.43638;153.42259;E Australia;Tropical Indo-Pacific;0.00;Cymodocea spp.;Cymodocea spp.;Opportinistic;1.618333333;;;;0.476444444
121;Wanga Wallen, Eastern Banks, Moreton Bay;-27.43638;153.42259;E Australia;Tropical Indo-Pacific;0.00;Cymodocea spp.;Cymodocea spp.;Opportinistic;1.773103615;;;;0.508111111
121;Maroom, Eastern Banks, Moreton Bay;-27.42833333;153.355;E Australia;Tropical Indo-Pacific;0.00;Halophila spp.;Halophila spp.;Colonising;1.619375;;;;0.3559375
121;Maroom, Eastern Banks, Moreton Bay;-27.42833333;153.355;E Australia;Tropical Indo-Pacific;0.00;Halophila spp.;Halophila spp.;Colonising;1.351875;;;;0.26725
121;Maroom, Eastern Banks, Moreton Bay;-27.42833333;153.355;E Australia;Tropical Indo-Pacific;0.00;Halophila spp.;Halophila spp.;Colonising;1.584870948;;;;0.3693
121;North Deception Bay, Moreton Bay;-27.09;153.13;E Australia;Tropical Indo-Pacific;0.00;Zostera spp.;Zostera spp.;Opportinistic;1.498;;;;0.9769
121;North Deception Bay, Moreton Bay;-27.09;153.13;E Australia;Tropical Indo-Pacific;0.00;Zostera spp.;Zostera spp.;Opportinistic;1.43;;;;1.168583333
121;North Deception Bay, Moreton Bay;-27.09;153.13;E Australia;Tropical Indo-Pacific;0.00;Zostera spp.;Zostera spp.;Opportinistic;1.653076923;;;;0.725923077
121;North Deception Bay, Moreton Bay;-27.09;153.13;E Australia;Tropical Indo-Pacific;0.00;Zostera spp.;Zostera spp.;Opportinistic;1.983735214;;;;0.7806
121;Lota, Moreton Bay;-27.469957;153.194599;E Australia;Tropical Indo-Pacific;0.00;Zostera spp.;Zostera spp.;Opportinistic;1.425;;;;1.150625
